Date,Mag.,SN Position,Type
2002 07 22,19.2,20 32 08.50 -15 17 57.9,?
2002 08 09,17.5,17 05 22.62 +75 24 24.2,II
2002 08 08,16.5,03 16 00.33 -05 30 07.4,II
2002 08 01,16.4,02 26 08.45 +31 54 45.2,Ia
2002 07 26,17.5,19 49 47.25 +50 41 53.6,IIb
2002 07 30,16.5,23 51 29.54 -13 22 46.4,Ia
2002 07 29,18.4,14 51 40.55 +40 36 37.3,IIP?
2002 07 27,16.5,14 06 38.22 -05 27 28.0,IIP
2002 07 23,17.7,15 19 24.89 +20 53 14.0,Ia
2002 07 22,18.5,22 19 05.24 +24 35 39.8,Ia
2002 07 21,17.7,02 08 25.08 +14 20 52.8,IIn
2002 07 16,18.3,00 13 34.08 -05 05 45.7,Ib?
2002 07 08,17.0,23 28 23.27 -02 48 17.0,II
2002 07 08,18.8,23 57 06.73 +29 50 15.5,Ia
2002 07 04,18.9,18 54 15.25 +48 55 37.3,II
2002 07 01,18.8,19 49 48.72 +50 41 57.3,II
2002 04 09,22.2,13 53 18.28 -11 37 28.8,II
2002 06 26,18.5,16 03 47.30 -22 44 19.5,?
2002 06 25,15.9,15 13 35.73 -20 40 38.5,II
2002 06 24,17.0,22 51 01.00 +31 22 23.0,Ia
2002 06 18,17.0,21 19 49.95 -08 46 39.8,II
2002 06 18,15.1,23 28 30.12 +22 25 38.8,Ia
2002 06 17,16.3,19 56 12.88 +40 26 10.8,Ia
2002 06 15,18.6,21 54 22.47 +15 09 42.2,Ic?
2002 05 13,19.0,20 32 07.30 -57 35 03.4,Ia
2002 06 16,17.7,22 20 53.96 +33 17 33.7,Ia-p
2002 06 13,18.0,18 17 43.52 +22 14 53.4,Ia
2002 06 12,17.0,13 13 00.34 -19 31 08.7,Ia
2002 06 09,17.6,16 52 23.30 +30 42 40.0,Ia
2002 05 28,18.3,15 24 49.35 -22 45 57.7,II
2002 05 31,18.5,14 57 16.29 +05 54 00.6,Ib
2002 06 02,17.4,20 45 39.33 -04 57 04.7,Ia
2002 06 01,16.0,16 16 30.38 +35 42 30.2,Ia
2002 05 11,24.0,12 36 55.35 +62 12 46.1,Ia
2002 05 11,22.7,12 36 49.87 +62 13 13.1,Ia?
2002 05 18,17.6,14 34 51.63 +48 39 52.9,Ia
2002 05 16,18.8,13 24 35.96 +21 20 08.2,?
2002 05 09,18.8,13 34 02.59 -14 49 19.7,?
2002 05 08,16.7,05 03 35.33 +01 34 29.5,?
2002 05 12,18.9,13 13 49.72 +06 57 31.9,Ia-p
2002 05 16,18.7,18 46 02.40 +32 17 03.2,Ib
2002 05 13,19.0,10 18 03.68 +21 50 06.0,Ia
2002 05 11,17.6,18 10 50.40 +31 06 32.3,Ia
2002 05 10,20.1,12 47 22.53 +28 00 13.9,?
2002 05 05,16.3,18 46 59.96 +45 42 19.7,Ia
2002 05 01,16.5,14 06 37.59 -05 26 21.9,Ia
2002 04 20,19.2,12 38 40.43 -02 58 13.4,?
2002 04 28,17.9,09 59 35.95 +35 23 57.4,Ib/c
2002 04 07,22.6,14 10 53.04 -11 45 25.0,II
2002 04 07,22.3,13 53 21.24 -12 15 29.5,Ia
2002 04 07,22.3,13 52 03.67 -11 43 08.5,II
2002 04 07,21.6,13 44 09.94 -00 12 57.8,Ic
2002 04 23,16.8,15 47 00.75 -00 59 25.5,Ia
2002 04 21,16.0,15 21 20.71 -19 51 27.3,Ic
2002 04 19,17.2,16 15 37.95 +31 19 17.4,Ia
2002 04 16,18.4,11 14 31.72 +33 48 18.3,II
2002 04 13,17.8,16 29 00.48 +41 17 00.4,Ic
2002 04 13,17.0,12 54 31.30 -06 51 24.8,Ia
2002 04 10,16.0,08 33 22.1  +29 32 01,II
2002 04 08,17.5,20 23 34.42 +58 20 47.4,Ia
2002 04 04,18.5,08 34 01.97 +55 39 12.4,Ia
2002 04 07,17.0,13 04 23.97 +47 35 53.2,IIn
2002 04 03,17.3,13 32 31.51 +01 50 42.5,II
2002 04 03,16.9,14 24 40.52 +26 37 34.7,Ia
2002 03 31,14.5,17 50 18.58 -59 33 51.6,Ia-p
2002 03 31,16.9,09 19 54.98 +37 12 08.3,II
2002 03 30,17.4,17 16 35.60 -10 20 31.8,Ia
2002 03 29,17.8,07 50 01.13 +30 01 32.2,IIn
2002 03 28,15.5,12 17 37.18 +45 38 47.4,?
2002 03 25,17.9,13 36 13.20 -01 02 19.8,Ia
2002 03 11,15.5,13 18 30.30 -14 36 31.8,Ia
2002 03 09,17.1,10 34 08.92 +19 42 20.5,Ia
2002 03 09,16.1,09 30 50.92 -35 42 06.0,?
2002 03 08,18.6,11 19 18.20 +20 48 23.1,?
2002 03 09,15.5,10 18 06.51 +21 49 41.7,Ia
2002 03 08,17.0,11 32 39.04 +52 56 54.2,Ia
2002 03 06,17.0,12 30 16.90 -08 23 34.8,Ic
2002 03 02,17.0,10 12 17.28 +27 51 52.4,Ic-p
2002 02 09,18.5,09 02 26.67 -09 17 38.7,Ia
2002 02 28,14.8,05 11 46.41 -15 08 10.8,IIn
2002 02 25,17.1,13 32 54.45 +09 31 18.0,Ia
2002 02 24,17.1,09 51 06.56 +09 00 05.7,II
2002 02 23,16.9,14 59 39.23 +13 12 44.5,Ia
2002 02 22,16.6,10 15 42.31 +55 40 06.7,Ia
2002 02 16,24.1,10 49 54.81 -05 46 12.5,?
2002 02 15,23.1,10 55 35.71 -05 42 04.6,?
2002 02 15,23.8,05 16 16.63 -48 53 23.0,?
2002 02 15,24.1,05 15 06.05 -48 59 51.1,?
2002 02 15,23.6,05 14 37.33 -49 07 44.4,?
2002 02 14,22.9,10 54 17.44 -04 54 16.0,?
2002 02 14,21.6,10 49 28.01 -04 29 43.6,?
2002 02 14,21.2,10 48 24.43 -04 11 27.7,?
2002 02 15,16.6,16 37 29.06 +40 52 50.3,Ia
2002 02 08,17.7,06 08 06.34 -23 59 13.2,Ia
2002 02 08,17.7,09 34 37.60 +05 50 15.7,Ia?
2002 02 05,17.8,11 32 21.95 +00 48 08.8,II
2002 02 04,17.8,06 12 25.05 +44 26 16.8,II
2002 02 03,16.5,11 37 43.92 +22 00 34.4,Ia
2002 02 01,18.7,02 41 57.44 -06 47 46.4,II
2002 01 29,14.5,01 36 23.85 +15 45 13.2,Ic?
2002 01 25,14.3,14 29 35.74 -00 00 55.8,IIb?
2002 01 22,16.1,08 22 47.76 +24 17 41.7,II
2002 01 16,19.1,14 02 03.14 -10 35 23.9,Ia
2002 01 11,23.6,10 50 21.71 -04 15 05.9,?
2002 01 11,22.6,10 49 04.32 -05 55 33.7,?
2002 01 11,23.1,10 48 56.56 -05 32 14.1,?
2002 01 09,23.4,10 54 21.27 +57 27 58.2,?
2002 01 09,24.4,10 53 19.50 +57 00 36.6,?
2002 01 09,24.2,10 53 12.71 +57 00 25.9,?
2002 01 09,24.1,10 52 29.89 +57 39 44.0,?
2002 01 09,23.6,10 50 51.02 +57 09 04.6,?
2002 01 09,23.2,10 50 12.19 +57 31 11.6,?
2002 01 09,23.8,07 49 39.61 +10 19 08.2,?
2002 01 09,22.5,07 48 55.70 +10 06 06.3,Ia
2002 01 09,24.3,07 48 45.28 +10 18 00.8,?
2002 01 09,24.2,08 49 32.97 +44 03 27.6,?
2002 01 09,24.2,08 48 50.21 +44 13 03.0,?
2002 01 09,23.7,08 48 30.54 +44 15 35.3,?
2002 01 09,24.0,08 47 54.42 +44 13 42.9,?
2002 01 09,23.7,04 39 53.55 -01 13 33.5,?
2002 01 09,22.8,04 39 42.90 -01 46 04.2,?
2002 01 09,23.8,04 38 53.87 -01 34 26.6,?
2002 01 09,23.1,04 37 37.05 -01 32 36.9,?
2002 01 09,24.1,02 29 27.19 +00 51 38.9,?
2002 01 09,24.2,02 29 22.19 +00 20 25.8,?
2002 01 09,23.8,02 29 05.17 +00 47 20.1,?
2002 01 09,23.7,02 28 22.17 +00 49 46.5,?
2002 01 09,23.2,02 27 51.91 +00 28 53.6,?
2002 01 09,23.4,02 27 13.14 +00 44 41.2,?
2002 01 09,23.8,02 26 55.69 +00 21 37.8,?
2002 01 09,24.0,02 26 50.48 +00 43 30.1,?
2002 01 21,16.8,10 54 38.36 -21 03 53.6,Ic
2002 01 19,17.3,13 22 26.84 -02 25 04.1,Ia
2002 01 19,16.7,13 38 27.58 -10 43 12.9,Ia
2002 01 18,17.7,13 07 55.26 +34 05 06.5,Ia
2002 01 17,18.1,03 52 58.52 +35 35 00.8,II
2002 01 16,16.8,12 08 52.90 -09 02 13.2,II
2002 01 16,16.8,01 32 57.80 -16 32 07.3,II
2002 01 14,16.7,12 27 52.66 +27 00 06.1,II
2002 01 07,20.5,05 40 46.06 -71 51 15.1,Ia
2002 01 01,17.4,07 22 36.14 +71 35 41.5,IIn
2001 06 19,19.9,13 39 45    +63 23.6,
2001 05 25,19.9,16 17 13    +48 28.5,
2001 04 18,18.7,07 56 46    +36 59.3,
2001 03 26,19.1,09 59 16    +00 58.0,
2001 03 23,19.1,09 33 34    +55 10.4,
2001 03 21,18.2,09 51 53    +01 06.1,
2001 03 16,20.0,14 10 58    +64 50.8,
2001 03 13,19.9,08 32 10    +47 17.5,
2001 02 15,18.4,09 11 38    -00 42.9,
2001 01 22,20.4,03 08 51    -01 10.4,
2001 01 19,18.8,12 47 33    +00 06.0,
2001 01 02,18.1,09 22 29    +57 54.5,
2001 01 01,19.3,10 48 58    -00 26.8,
2001 10 10,21.0,02 25 15.56 -05 23 20.0,Ia
2001 10 10,22.7,22 20 52.51 +00 43 05.8,Ia
2001 10 10,23.1,22 21 34.20 +00 16 02.2,IIP
2001 12 04,23.0,11 34 29.64 -76 01 41.5,?
2001 11 12,24.3,07 50 31.24 +10 21 07.3,?
2001 11 12,24.4,07 50 01.97 +10 19 38.7,?
2001 10 22,24.5,04 39 12.42 -01 21 24.1,?
2001 10 09,21.6,08 49 07.94 +44 10 00.2,?
2001 09 24,23.9,04 39 20.82 -01 37 48.0,?
2001 09 12,21.5,04 38 54.67 -01 20 02.8,?
2001 05 25,17.5,12 42 40.04 -40 43 12.5,?
2001 11 19,24.0,08 49 58.86 +44 03 10.2,?
2001 11 19,21.5,08 49 09.99 +44 26 49.6,?
2001 11 19,23.7,08 48 45.73 +44 19 52.4,?
2001 12 09,21.8,08 48 00.47 +44 19 22.2,?
2001 11 19,23.6,08 47 58.07 +44 15 10.3,?
2001 12 09,24.5,08 47 42.80 +44 24 18.9,?
2001 12 09,23.4,08 47 11.03 +44 27 27.0,?
2001 12 09,23.7,08 46 31.40 +44 03 56.6,?
2001 12 09,25.0,08 46 25.82 +43 58 49.5,?
2001 12 09,23.7,04 40 12.00 -01 17 45.9,?
2001 12 09,23.4,04 39 13.82 -01 23 18.2,?
2001 12 09,23.7,04 38 27.55 -01 44 29.8,?
2001 12 09,23.9,04 37 55.61 -01 32 42.6,?
2001 12 09,22.8,04 37 48.53 -01 18 31.9,?
2001 12 09,23.2,02 29 12.68 +00 51 30.0,?
2001 12 09,23.1,02 29 00.29 +00 20 44.2,?
2001 11 19,22.2,02 28 51.78 +00 34 50.2,?
2001 12 09,23.8,02 28 07.13 +00 26 45.1,?
2001 12 09,22.9,02 27 56.12 +00 25 02.4,?
2001 12 09,23.0,02 27 26.33 +00 50 51.5,?
2001 12 09,23.2,02 26 48.47 +00 26 11.2,?
2001 12 09,23.1,02 26 33.31 +00 25 35.0,?
2001 12 18,23.2,10 52 26.71 +57 19 54.7,?
2001 12 09,23.0,10 53 37.59 +57 15 10.7,?
2001 12 09,23.0,10 52 24.28 +57 16 36.1,?
2001 12 09,23.6,10 52 18.92 +57 07 29.6,?
2001 12 09,22.1,07 50 39.32 +10 20 19.1,?
2001 12 09,22.3,07 50 13.53 +10 17 10.4,?
2001 12 09,24.7,07 48 13.97 +10 15 04.5,?
2001 12 22,17.6,15 06 09.40 +53 24 41.6,II
2001 12 22,17.6,05 42 09.07 +69 21 54.8,Ib
2001 12 19,17.5,08 36 28.12 -11 50 03.5,IIn
2001 12 14,17.2,22 25 10.42 +42 43 04.2,Ia
2001 12 08,23.8,03 31 13.03 -27 50 55.5,Ia
2001 12 08,23.0,00 45 53.64 -29 26 11.7,Ia
2001 11 21,22.7,01 01 51.11 +00 41 21.7,Ia?
2001 11 21,21.0,02 04 16.80 +00 39 11.0,IIb?
2001 11 21,20.4,02 26 41.35 -00 57 31.7,Ia
2001 11 21,21.9,01 33 41.01 -00 26 42.4,?
2001 11 21,20.7,02 42 31.63 -01 00 51.1,IIP
2001 12 11,18.6,00 42 05.44 +36 48 05.4,?
2001 12 10,17.7,18 05 45.00 +34 45 04.0,?
2001 12 10,14.5,22 57 30.69 -41 02 25.9,Ib/c
2001 12 09,17.2,02 28 54.93 +38 05 52.7,Ia
2001 12 09,16.5,10 16 50.70 +60 16 44.5,?
2001 12 07,18.8,23 13 10.88 +10 46 25.2,?
2001 12 07,17.4,23 10 43.34 +07 34 10.4,Ia
2001 12 07,15.3,22 15 38.72 +37 17 56.0,Ia
2001 11 12,24.0,08 49 52.54 +44 11 37.8,?
2001 11 12,23.6,08 49 50.35 +44 22 21.8,?
2001 11 12,23.7,08 49 45.85 +44 15 31.8,?
2001 11 12,23.6,08 49 24.61 +44 02 22.4,?
2001 11 12,23.7,08 48 15.08 +44 03 38.5,?
2001 11 12,24.0,08 47 40.10 +44 23 59.7,?
2001 11 12,24.4,07 50 35.90 +09 58 14.2,?
2001 11 12,24.4,04 39 57.62 -01 37 41.7,?
2001 11 12,24.2,04 39 22.39 -01 32 51.4,?
2001 11 12,23.9,04 38 20.55 -01 33 57.4,?
2001 11 12,24.6,04 37 36.24 -01 24 42.9,?
2001 11 12,23.3,02 29 17.18 +00 25 48.0,?
2001 09 24,22.9,02 29 10.66 +00 21 36.9,?
2001 09 24,23.3,02 29 00.26 +00 43 20.6,?
2001 11 12,24.4,02 28 32.02 +00 30 03.1,?
2001 11 12,24.4,02 28 26.89 +00 36 19.4,?
2001 11 12,23.5,02 27 50.29 +00 36 59.8,?
2001 11 12,24.7,02 27 30.80 +00 24 17.0,?
2001 11 12,24.3,02 26 50.04 +00 33 03.4,?
2001 12 04,17.5,22 36 30.40 -12 34 08.0,II
2001 12 04,17.4,12 11 53.18 +24 06 49.4,II
2001 11 27,16.1,09 05 07.46 -18 31 04.5,II
2001 04 15,23.0,15 46 35.69 +08 11 26.4,Ia?
2001 04 15,22.8,15 45 35.92 +08 16 50.6,Ia
2001 04 15,21.4,09 44 31.52 +08 02 02.8,Ia
2001 04 15,24.8,13 57 11.96 +04 20 26.9,Ia
2001 04 15,23.5,10 06 33.50 +07 38 03.2,Ia
2001 04 15,24.1,13 56 04.09 +05 10 55.1,?
2001 04 15,23.4,13 57 04.54 +04 30 59.8,Ia
2001 04 15,23.8,10 36 10.31 +02 16 57.4,?
2001 04 15,22.0,15 43 45.86 +07 57 50.3,Ia
2001 04 15,23.7,10 00 21.18 +06 52 03.8,Ia
2001 04 15,23.7,10 03 28.61 +07 24 38.9,Ia
2001 04 15,22.7,10 02 39.31 +07 16 33.0,Ia
2001 04 15,23.9,10 00 52.68 +06 07 09.3,?
2001 04 15,23.3,10 04 23.27 +07 40 48.3,Ia
2001 04 15,23.9,14 01 51.38 +04 53 12.4,Ia
2001 04 15,25.3,14 02 22.75 +04 55 24.0,?
2001 04 15,23.7,14 02 00.95 +05 00 59.2,Ia
2001 04 15,25.0,14 01 59.90 +05 04 59.6,Ia
2001 04 15,23.4,14 01 51.18 +05 05 38.5,Ia
2001 04 15,23.7,14 01 16.60 +05 12 48.9,Ib/c
2001 04 15,24.1,14 01 32.32 +05 21 38.8,?
2001 11 11,22.4,05 38 07.90 -23 42 34.4,II
2001 11 11,21.0,04 28 07.06 -36 21 45.2,Ia
2001 11 11,21.6,00 57 03.63 -27 42 32.9,II
2001 11 11,23.7,00 45 20.83 -29 45 12.2,II
2001 11 11,20.7,22 04 21.27 -18 21 56.8,Ia
2001 11 11,22.5,20 31 14.44 -40 35 16.0,Ia
2001 11 24,16.5,13 13 23.89 +36 38 17.7,IIb
2001 11 21,16.2,05 55 26.14 +51 54 34.2,Ia
2001 11 20,16.8,09 59 00.96 +17 49 12.4,Ia
2001 11 12,19.5,02 27 51.76 +00 37 20.9,Ia
2001 11 15,17.4,06 44 50.26 -27 37 12.7,II
2001 11 07,18.7,22 08 54.03 +40 20 50.3,II
2001 11 08,18.2,23 39 32.72 -22 24 46.3,Ib
2001 11 11,18.2,02 38 10.45 +30 50 54.6,Ib
2001 11 10,16.4,11 04 01.66 +28 01 55.7,II
2001 11 05,15.1,08 52 16.58 -17 44 29.8,Ia
2001 10 09,25.1,04 39 32.22 -01 22 47.8,?
2001 10 09,24.4,04 39 30.68 -01 28 21.9,?
2001 10 09,23.4,04 38 50.06 -01 22 33.3,?
2001 10 09,24.3,04 38 04.49 -01 23 48.9,?
2001 10 09,24.0,04 38 04.11 -01 42 32.1,?
2001 10 09,24.0,04 37 41.45 -01 29 33.1,?
2001 10 09,22.3,02 29 00.47 +00 42 21.8,?
2001 10 09,23.9,02 28 24.23 +00 43 54.0,?
2001 10 09,20.2,02 28 15.18 +00 21 18.6,?
2001 10 09,23.2,02 28 04.67 +00 46 18.0,?
2001 10 09,23.2,02 27 03.88 +00 23 52.6,?
2001 10 09,22.7,02 26 38.84 +00 26 15.3,?
2001 11 03,17.2,21 20 42.50 +44 23 53.2,Ia
2001 10 15,19.2,21 12 45.23 -00 52 36.2,Ia
2001 11 02,17.1,08 57 00.97 +13 11 59.5,II
2001 11 02,16.0,09 37 57.10 +25 29 41.3,Ia
2001 11 01,18.4,22 14 29.64 +05 01 37.6,II
2001 10 28,17.5,21 08 26.69 +18 11 17.0,II
2001 10 10,20.0,00 10 06.15 -00 26 18.2,II
2001 10 18,16.9,01 48 22.22 +11 31 34.4,IIn
2001 10 17,17.8,05 42 37.64 +69 14 14.6,II
2001 10 16,17.6,22 26 30.77 -06 23 28.6,IIn
2001 10 16,17.2,06 55 59.89 +55 24 03.0,Ia
2001 10 09,17.0,03 13 06.98 +42 26 15.1,Ia
2001 10 11,18.8,03 18 39.04 +37 36 31.8,II
2001 09 21,19.4,02 37 58.80 -01 01 40.1,Ia
2001 09 23,18.5,20 19 35.00 -18 09 49.3,II
2001 10 07,18.0,02 02 08.27 +19 05 27.5,?
2001 10 04,17.2,09 53 20.66 +42 50 44.8,Ia
2001 09 12,18.7,23 04 56.78 +19 33 04.8,Ic?
2001 10 03,17.1,04 57 00.26 -04 45 40.2,Ia
2001 10 03,17.5,07 41 31.10 +51 41 05.4,Ia
2001 09 26,17.5,01 25 22.90 +34 01 30.5,Ia
2001 09 20,18.6,21 42 23.66 +12 29 50.9,Ic?
2001 09 17,14.5,03 44 30.57 -44 38 23.7,Ia
2001 06 20,25.1,02 30 17.62 +01 03 56.4,IIP?
2001 09 17,16.5,07 23 43.23 +33 26 38.0,Ib
2001 08 19,18.7,23 51 02.95 +27 10 55.6,Ia-p
2001 09 09,16.5,01 38 12.10 +41 39 18.8,Ia
2001 08 29,17.8,07 31 05.91 +59 28 38.8,Ia
2001 09 09,16.1,04 44 28.56 +75 38 30.3,Ic
2001 09 01,17.0,07 16 04.12 +64 42 19.7,II
2001 09 02,14.9,01 51 51.08 +06 17 27.4,Ia
2001 08 31,17.8,02 12 00.43 +31 32 43.8,Ia?
2001 08 29,16.3,04 30 45.10 +00 52 17.9,Ia
2001 08 28,18.2,23 08 04.68 +28 34 06.1,II
2001 08 27,18.3,00 44 43.15 +45 25 10.4,II
2001 08 27,18.0,17 04 59.42 +23 10 06.2,II
2001 08 26,17.2,19 27 16.83 +65 18 58.8,II
2001 08 25,16.6,03 00 47.88 +11 46 27.5,Ia
2001 08 23,18.5,16 44 56.04 +51 15 25.8,II
2001 08 24,14.0,03 33 29.10 -36 08 31.2,IIP
2001 08 23,18.2,23 22 19.17 +50 09 25.3,Ia
2001 08 14,16.2,02 10 08.73 +36 42 20.3,Ia?
2001 08 14,16.5,13 02 39.10 +50 26 39.5,II
2001 08 14,18.8,16 35 10.95 +46 12 50.5,Ia?
2001 08 12,14.5,11 53 45.22 +52 20 56.8,Ia
2001 08 14,16.2,19 37 23.02 +40 42 24.3,II
2001 08 14,15.5,01 44 35.32 +37 41 49.7,Ia
2001 08 07,15.4,01 55 40.55 -29 55 20.7,Ia
2001 07 30,17.1,21 21 01.73 +09 10 50.4,Ia
2001 07 29,15.6,01 22 14.59 +34 40 11.3,IIP
2001 07 29,17.9,00 37 52.22 +08 38 33.0,IIp
2001 07 28,17.7,05 14 17.57 +72 20 41.0,II
2001 07 22,15.5,20 17 24.16 -38 40 37.4,II
2001 07 22,17.5,22 10 13.28 +36 39 14.2,II
2001 06 25,18.0,21 39 18.15 -25 29 36.0,II
2001 07 13,18.0,22 34 18.06 +50 24 54.7,Ia-p
2001 07 13,17.0,20 30 54.08 -00 39 26.9,Ia
2001 05 30,18.5,14 51 16.21 +58 59 03.0,IIp
2001 01 09,16.3,10 27 50.4  -43 54 21,II
2001 07 09,16.5,23 53 32.78 +08 07 02.6,Ia
2001 07 04,14.7,12 47 30.17 -39 34 48.1,Ia
2001 06 30,16.3,22 09 27.76 +40 59 16.5,II
2001 06 25,18.1,22 58 00.28 +06 03 48.4,II
2001 05 20,24.3,15 23 06.31 +29 39 31.9,Ia
2001 05 20,24.1,13 25 34.84 +27 37 02.6,Ia
2001 05 20,23.7,13 25 32.73 +27 41 34.4,Ia?
2001 05 20,23.4,13 24 44.63 +27 15 27.2,II?
2001 05 20,23.5,13 25 17.32 +27 13 24.2,Ia
2001 05 20,23.8,13 24 22.71 +27 34 33.9,Ia?
2001 05 19,22.8,16 05 18.70 +43 11 42.1,Ia?
2001 06 19,16.5,17 11 02.58 +05 50 26.8,Ia
2001 06 11,18.5,14 19 11.80 +24 47 42.9,Ib/c
2001 06 11,14.8,18 46 17.84 -65 45 41.8,Ia
2001 06 03,17.5,15 34 06.70 +56 41 26.2,II
2001 06 04,17.2,22 22 37.52 -04 07 30.8,II
2001 06 03,17.2,14 37 50.08 +30 29 02.2,Ia
2001 05 30,15.9,13 21 44.85 +31 14 48.6,Ia
2001 04 25,18.3,10 01 57.33 +55 41 14.6,Ic
2001 05 28,16.7,21 25 59.19 -03 48 46.8,Ic
2001 05 28,17.8,12 55 40.87 +27 15 03.9,Ia
2001 05 26,18.5,12 02 31.64 +41 02 58.9,IIb
2001 03 25,17.9,16 39 28.49 -01 27 17.9,?
2001 03 25,19.9,15 46 38.83 -00 23 09.2,?
2001 03 25,20.0,15 44 13.61 -01 53 15.5,?
2001 03 25,20.5,15 38 44.08 -00 22 56.6,?
2001 03 25,19.4,15 35 41.15 -00 16 21.6,?
2001 03 25,20.7,15 30 13.76 -00 09 26.0,?
2001 03 25,20.3,15 25 52.96 -02 10 28.7,?
2001 03 25,20.0,14 54 05.62 -01 42 04.1,?
2001 03 25,19.8,14 01 05.50 -01 08 26.0,?
2001 03 25,19.9,13 58 09.11 -01 51 40.9,?
2001 03 25,19.4,10 45 22.19 -01 28 44.5,?
2001 05 24,15.0,19 13 46.75 -59 17 22.8,Ia
2001 05 22,18.3,15 43 39.38 +67 45 31.3,Ia
2001 05 13,16.6,18 30 25.55 +34 06 13.0,Ia
2001 05 17,15.9,14 17 42.06 -07 25 01.6,II
2001 05 15,17.5,16 02 09.25 +36 43 08.0,Ia
2001 03 25,20.8,15 25 40.80 -01 18 00.5,?
2001 03 25,19.7,13 35 58.65 -00 45 03.3,?
2001 03 24,19.9,12 12 57.36 -00 00 53.1,?
2001 03 20,18.2,11 25 32.13 -01 44 01.3,II
2001 03 24,20.2,10 36 25.83 -00 58 17.8,?
2001 03 24,20.0,09 28 37.79 -00 36 58.1,?
2001 05 08,14.0,08 35 18.86 +28 28 05.8,Ia
2001 05 03,16.5,18 01 33.99 +26 15 02.3,Ia
2001 04 20,21.1,09 52 51.21 -20 34 00.0,Ia
2001 04 19,22.6,19 13 10.97 -64 17 07.0,II
2001 04 20,23.4,09 46 07.06 -21 11 28.6,II
2001 04 29,16.5,13 43 25.31 -29 48 13.1,Ic
2001 04 27,15.9,11 38 01.76 -32 19 51.0,Ia
2001 04 27,17.1,16 34 27.71 +76 01 46.8,Ia
2001 04 18,16.9,14 26 17.00 +26 14 55.8,Ia
2001 03 20,17.5,16 07 13.69 -00 04 49.2,II
2001 03 20,19.5,15 55 32.11 -00 10 54.6,?
2001 03 23,20.2,15 43 02.92 -02 02 20.0,?
2001 03 16,18.6,15 16 49.17 -00 07 46.6,?
2001 03 16,18.8,15 10 09.06 -00 58 29.2,?
2001 03 16,19.1,15 09 45.32 -00 55 38.0,?
2001 03 15,18.7,14 40 53.46 -00 39 24.6,?
2001 03 15,19.9,14 01 33.76 -00 59 48.7,?
2001 03 15,18.9,12 18 23.32 -01 54 48.5,?
2001 03 15,19.9,10 13 45.70 -01 24 51.8,?
2001 03 15,19.1,10 05 35.76 -01 28 42.0,?
2001 03 15,19.1,09 11 47.43 -01 18 58.2,?
2001 03 26,21.1,15 44 51.74 +36 07 29.0,Ia
2001 04 01,18.4,18 17 31.44 +18 54 00.8,II
2001 03 30,18.0,16 10 30.23 +19 57 01.2,II
2001 03 28,17.6,13 41 39.35 +55 40 05.1,Ic
2001 03 27,18.3,11 10 29.82 +55 09 39.0,Ia-p
2001 03 27,18.2,09 34 31.01 +46 27 38.7,II
2001 03 18,16.8,09 50 28.70 -21 48 30.7,II
2001 03 15,17.3,13 22 26.16 -02 25 25.0,II
2001 03 11,17.4,17 24 02.45 +58 59 52.2,IIb
2001 03 12,18.2,11 03 15.37 +27 58 29.5,IIn?
2001 03 11,17.5,16 19 34.83 +57 37 05.5,II
2001 03 05,18.0,17 29 57.71 +60 21 23.2,II
2001 03 03,18.3,12 34 55.87 +15 34 07.5,II
2001 03 03,18.1,10 44 50.42 +06 35 50.8,IIp
2001 02 27,17.0,15 21 55.45 +05 03 42.1,IIp
2001 02 26,17.5,16 41 15.09 +39 17 44.5,II
2001 02 19,16.0,11 57 24.93 +25 12 09.0,Ia
2001 02 15,17.7,14 04 42.94 -09 42 29.7,Ia
2001 02 06,17.0,14 32 53.17 -12 58 43.6,II
2001 02 06,17.8,10 11 57.20 +58 52 02.9,II
2001 01 06,18.5,13 29 16.93 +17 02 41.2,II
2001 01 31,18.6,11 25 19.77 +63 43 15.6,II
2001 01 31,17.5,11 53 21.56 +20 44 53.3,Ia
2001 01 23,18.7,10 33 36.36 +00 12 01.2,I
2001 01 21,16.3,10 39 58.08 +24 05 26.0,Ia
2001 01 21,17.5,10 24 31.48 -21 47 40.6,Ic
2001 01 18,15.4,11 36 48.83 -08 35 07.0,Ia
2001 01 15,17.0,11 13 56.06 +12 18 07.8,II
2001 01 15,17.5,09 00 43.23 +17 37 15.6,II
2001 01 15,17.2,03 43 57.28 +39 17 39.4,IIn
2001 01 10,17.5,03 40 43.05 -06 24 59.1,II
2001 01 08,16.1,09 09 33.18 +50 16 51.3,Ia
2001 01 06,16.5,13 17 20.05 +20 38 09.8,Ia
2001 01 05,17.6,11 49 05.00 -09 44 10.9,Ia
2001 01 05,17.6,11 44 50.97 -01 36 18.4,II
2001 01 04,14.7,06 59 36.10 +59 31 01.6,Ia
2001 01 03,15.5,04 57 19.24 +78 11 16.5,Ib?
2001 01 01,18.9,12 19 23.01 +05 49 40.5,Ia
2000 10 01,20.4,17 32 29    +56 04.4,Ia
2000 12 24,20.0,02 29 04    -08 24.2,
2000 12 15,17.8,01 18 36    +14 41.0,
2000 12 06,19.5,08 03 13    +47 36.8,
2000 12 01,18.7,10 18 00    -00 02.0,
2000 03 10,19.1,14 30 14    +00 30.6,
2000 06 06,15.8,14 51 09.98 -26 38 11.5,?
2000 06 06,16.5,14 51 12.67 -20 26 08.3,?
